mean_L,mean_a,mean_b,mean_C,mean_h,mean_gradL,mean_gabor_0,mean_gabor_1,mean_gabor_2,mean_gabor_3,mean_gabor_4,mean_gabor_5,mean_gabor_6,mean_gabor_7,mean_gabor_8,mean_gabor_9,mean_gabor_10,mean_gabor_11,mean_gabor_12,mean_gabor_13,mean_gabor_14,mean_gabor_15,mean_gabor_16,mean_gabor_17,std_L,std_a,std_b,std_C,std_h,std_gradL,std_gabor_0,std_gabor_1,std_gabor_2,std_gabor_3,std_gabor_4,std_gabor_5,std_gabor_6,std_gabor_7,std_gabor_8,std_gabor_9,std_gabor_10,std_gabor_11,std_gabor_12,std_gabor_13,std_gabor_14,std_gabor_15,std_gabor_16,std_gabor_17,superpixel,cluster,in_RBC
0.0,0.0,0.0,0.0,0.0,0.0,0.00019992562,0.0005103908,0.000509751,0.00019015234,0.00011487398,0.00011592043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3724234e-05,0.000519393,0.00051802065,4.3274387e-05,5.7988447e-05,5.8114176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00046914435,0.002796965,0.0031669554,0.00032758544,0.00048900483,0.00043261045,2.6229029e-07,0.0,0.0,2.6219078e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012682434,0.0016928646,0.0019615637,0.00018779874,0.0003665618,0.0002407085,8.513844e-07,0.0,0.0,8.5096366e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0013849182,0.007383322,0.01052242,0.002208115,0.0020202247,0.001087524,1.7223447e-05,3.0863994e-05,3.2988104e-05,2.2735341e-05,1.710338e-05,1.6060863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005577278,0.0035603773,0.005060484,0.0012917569,0.0012364853,0.000674879,2.5933094e-05,6.900811e-05,7.5528864e-05,3.645113e-05,3.138269e-05,2.870276e-05,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.003018767,0.013545275,0.025372129,0.00869299,0.0059606377,0.0021421579,0.00013829659,0.0004971208,0.00091491546,0.00028572237,0.00018033963,0.00018762541,5.118779e-06,1.7909349e-06,1.7909349e-06,6.836366e-06,1.7909349e-06,1.7909349e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0008648048,0.0055726212,0.009827174,0.0029033348,0.0032702447,0.0015226179,0.00017886635,0.0006719171,0.0014069015,0.0003178774,0.00023341161,0.00026931273,1.3983065e-05,7.806505e-06,7.806505e-06,1.8180552e-05,7.806505e-06,7.806505e-06,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0038856498,0.019136997,0.050457835,0.018163491,0.013712099,0.004645429,0.0007886435,0.002901828,0.009307803,0.002816048,0.0009679704,0.0009455886,0.00023559341,0.00041348688,0.0011219642,0.00046496667,0.00025235102,0.00028554018,0.0,0.0,0.0,0.0,0.0,0.0,0.0007484922,0.006335502,0.016023586,0.0040549543,0.0074070804,0.0024658963,0.0008666621,0.0029307725,0.010267204,0.0030435096,0.0008888433,0.0009270945,0.00043141653,0.00076534133,0.0025737528,0.00095971284,0.00045051737,0.00056320714,4,0,0
5.3345275,0.8622236,-0.27996877,0.90818846,0.3621139,0.48503494,0.0028504592,0.023794865,0.087824084,0.023284601,0.02070616,0.006231126,0.000980642,0.010623798,0.055013984,0.018442133,0.0027470703,0.0013700024,0.0017154124,0.0066834697,0.03576454,0.011983457,0.0013999317,0.0037148476,21.00241,3.4045062,1.1469247,3.5920892,1.4257218,1.2207661,0.0014916937,0.0072043696,0.021347811,0.008813765,0.01534853,0.003222668,0.00080496963,0.007886479,0.038040366,0.01326764,0.0022059164,0.0011424599,0.001952724,0.007918654,0.040989004,0.013696561,0.0015131984,0.0039558974,5,2,0
23.924606,4.118984,-3.4323308,5.411163,1.5623035,1.7944176,0.009886007,0.022293475,0.08386522,0.06330799,0.042774834,0.013892607,0.008643662,0.01996456,0.0852501,0.06480055,0.026874013,0.010100442,0.014765556,0.015580185,0.07769133,0.059179593,0.020265255,0.013658496,38.516506,6.6750956,5.91453,8.888466,2.5144446,1.6882495,0.0063481596,0.0041884826,0.021754842,0.021460203,0.016941473,0.0041274005,0.008030718,0.0070402976,0.025697377,0.0506752,0.021864865,0.010473555,0.015006698,0.010400497,0.034024734,0.05565541,0.025243586,0.011019875,6,2,0
76.38996,17.770376,-21.297821,27.761862,5.412525,0.8391534,0.01812861,0.016636088,0.050346214,0.05152797,0.038295515,0.015165679,0.017976044,0.024567062,0.053690713,0.0942227,0.0403122,0.023536062,0.023519365,0.021861523,0.046605024,0.07615513,0.036782384,0.022145407,5.3496385,1.4595016,3.2472405,3.3670933,0.04374323,0.56683624,0.0013848078,0.0024660062,0.0072484403,0.017755251,0.0028816308,0.0021163707,0.008553772,0.00917982,0.010748665,0.023022674,0.013321531,0.00983879,0.013065115,0.01677328,0.020615112,0.022472074,0.015275363,0.015825188,7,2,0
80.25949,17.17929,-16.336628,23.749823,5.5321345,0.41075605,0.01789345,0.020446707,0.044229146,0.02289158,0.04615387,0.019768162,0.02487407,0.021126308,0.038300037,0.022563307,0.036502264,0.023297789,0.013130203,0.013961334,0.017405,0.012736598,0.015770314,0.01512749,5.975136,2.2114432,3.7566087,4.11849,0.060653403,0.24627464,0.0019704676,0.0013569377,0.0025151845,0.0026172604,0.0032614274,0.0013373368,0.0046311514,0.0067916536,0.008546715,0.009000569,0.00801097,0.0063176975,0.009440355,0.009892779,0.012581473,0.009157384,0.011372575,0.010555974,8,2,0
66.17031,11.707826,-10.581337,15.899982,4.445088,1.2051499,0.0061298846,0.008928321,0.051893897,0.064937524,0.06216569,0.010216365,0.034569792,0.02852319,0.049872056,0.09814913,0.06261864,0.027864609,0.026854271,0.02177872,0.0537784,0.08810414,0.058273654,0.02762053,33.361145,6.273166,6.2143297,8.61388,2.2253466,1.308451,0.0034566775,0.0045527956,0.006841131,0.022298576,0.0058892667,0.004242176,0.00760112,0.0067212335,0.014258047,0.038364932,0.012742372,0.008904774,0.013921081,0.014333935,0.024169032,0.04923363,0.028304832,0.012839328,9,2,0
