mean_L,mean_a,mean_b,mean_C,mean_h,mean_gradL,mean_gabor_0,mean_gabor_1,mean_gabor_2,mean_gabor_3,mean_gabor_4,mean_gabor_5,mean_gabor_6,mean_gabor_7,mean_gabor_8,mean_gabor_9,mean_gabor_10,mean_gabor_11,mean_gabor_12,mean_gabor_13,mean_gabor_14,mean_gabor_15,mean_gabor_16,mean_gabor_17,std_L,std_a,std_b,std_C,std_h,std_gradL,std_gabor_0,std_gabor_1,std_gabor_2,std_gabor_3,std_gabor_4,std_gabor_5,std_gabor_6,std_gabor_7,std_gabor_8,std_gabor_9,std_gabor_10,std_gabor_11,std_gabor_12,std_gabor_13,std_gabor_14,std_gabor_15,std_gabor_16,std_gabor_17,superpixel,cluster,in_RBC
0.0,0.0,0.0,0.0,0.0,0.0,1.2573731e-05,3.5194475e-06,3.5193402e-06,1.2588204e-05,3.2279277e-06,3.2280375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.586403e-05,9.293964e-06,9.293544e-06,1.5894408e-05,8.236098e-06,8.236517e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.788462e-05,0.00012000238,0.0001198923,9.050585e-05,6.837703e-05,6.816734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.242032e-05,0.000144077,0.00014446133,4.5698107e-05,6.0252238e-05,5.9991176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0002353368,0.00090985734,0.00094723713,0.0002652342,0.00016626864,0.00016851425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3512035e-05,0.0007209694,0.000774356,5.854764e-05,7.249524e-05,5.0545274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00034981454,0.0034610615,0.004268541,0.00048020543,0.00046909763,0.0004011271,1.0879716e-06,2.923806e-07,2.923806e-07,1.0865045e-06,2.9238063e-07,2.9238063e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016946348,0.002010777,0.0025395695,0.00022318789,0.00046413188,0.0002956511,2.768487e-06,1.2744575e-06,1.2744575e-06,2.7630147e-06,1.2744576e-06,1.2744576e-06,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.00085503457,0.008522464,0.012765075,0.0016359985,0.002118481,0.0017438553,2.4433928e-05,4.8837228e-05,6.7409674e-05,4.338166e-05,2.96613e-05,2.2649878e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041653667,0.003982321,0.0059409463,0.0010487707,0.001753341,0.00070773996,4.063032e-05,9.5995914e-05,0.0001454346,6.7247216e-05,5.0547314e-05,3.8126433e-05,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0010622425,0.017109795,0.029602882,0.00411036,0.007999752,0.004642297,0.0003516862,0.0009825708,0.0014836577,0.00021751356,0.0002906435,0.0002535092,5.6228428e-06,1.5992799e-05,1.6008855e-05,5.8889445e-06,8.747529e-06,8.709112e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00042056374,0.0062111476,0.0104220435,0.0016222015,0.0044780825,0.0023235837,0.0004303272,0.001273471,0.0020663056,0.00018304349,0.0003790143,0.00030074723,9.130106e-06,5.46363e-05,5.4704982e-05,9.813489e-06,2.4408e-05,2.4256911e-05,5,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.002253541,0.031050147,0.057658464,0.0061536343,0.021674221,0.0118764825,0.0032693285,0.0078117778,0.015315459,0.0030790954,0.0025520762,0.0028674908,0.0010386576,0.0014336524,0.0034775035,0.0011565025,0.00089804025,0.0008865683,0.0,0.0,0.0,0.0,0.0,0.0,0.0016207648,0.008227702,0.015146216,0.003191305,0.010039112,0.004727392,0.0024961166,0.0065720114,0.014261306,0.0033907595,0.0022227385,0.0021666267,0.0018563758,0.0020882012,0.0065279533,0.0022336685,0.0016598916,0.001669024,6,0,0
22.91391,3.2101042,-2.39549,4.011634,1.43781,1.6424937,0.013474234,0.049401272,0.08818007,0.03576679,0.0450132,0.023310388,0.0138826445,0.040496904,0.07969509,0.021742033,0.019704098,0.0148853585,0.018391607,0.033845272,0.07135163,0.019955559,0.023089815,0.015348692,39.18386,5.564355,4.1535015,6.939997,2.4584007,1.6759242,0.0061680083,0.006570124,0.011957081,0.016368091,0.018509034,0.011157573,0.004436775,0.012623161,0.027101908,0.018017275,0.01896376,0.006009005,0.010700237,0.020534907,0.03735026,0.018891282,0.022734117,0.012574971,7,2,0
88.48818,20.064905,-13.109798,24.006958,5.7017174,0.11024889,0.017400835,0.028082782,0.051138777,0.03937039,0.03729263,0.021095565,0.00816507,0.015509008,0.02840557,0.022918798,0.018624606,0.008997748,0.009378587,0.010236549,0.017234067,0.01181694,0.012712907,0.010721092,1.0561916,2.1254056,1.06382,1.9447788,0.057359572,0.24724789,0.0030925833,0.009127237,0.010900801,0.006752365,0.008610655,0.0063647716,0.0047041783,0.010780739,0.021969907,0.013566939,0.01209118,0.007360388,0.009043437,0.010533788,0.020047883,0.013520564,0.013520277,0.011127924,8,2,0
89.208565,21.260256,-12.761218,24.848034,5.746046,0.04700564,0.011845386,0.00944163,0.03156411,0.032603245,0.03138304,0.0077719255,0.0036352165,0.0033408138,0.003950062,0.0058818297,0.0039194073,0.004441539,0.0020226208,0.0022814157,0.0026568384,0.0020174116,0.0030403326,0.002970644,0.84273183,0.79798853,2.0517337,1.5062405,0.06674755,0.03554119,0.0013297598,0.0013325741,0.0047396854,0.003755446,0.0051499247,0.0018945858,0.0010532464,0.0020209965,0.0032335226,0.0020109827,0.0024865547,0.0016474284,0.000822982,0.00089040713,0.0014714325,0.00073036115,0.0010219562,0.0012521708,9,0,0
