mean_L,mean_a,mean_b,mean_C,mean_h,mean_gradL,mean_gabor_0,mean_gabor_1,mean_gabor_2,mean_gabor_3,mean_gabor_4,mean_gabor_5,mean_gabor_6,mean_gabor_7,mean_gabor_8,mean_gabor_9,mean_gabor_10,mean_gabor_11,mean_gabor_12,mean_gabor_13,mean_gabor_14,mean_gabor_15,mean_gabor_16,mean_gabor_17,std_L,std_a,std_b,std_C,std_h,std_gradL,std_gabor_0,std_gabor_1,std_gabor_2,std_gabor_3,std_gabor_4,std_gabor_5,std_gabor_6,std_gabor_7,std_gabor_8,std_gabor_9,std_gabor_10,std_gabor_11,std_gabor_12,std_gabor_13,std_gabor_14,std_gabor_15,std_gabor_16,std_gabor_17,superpixel,cluster,in_RBC
0.0,0.0,0.0,0.0,0.0,0.0,0.0005610732,0.0036192606,0.0048765526,0.0010551338,0.0016303568,0.0010455687,5.652331e-07,0.0,0.0,8.218505e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022103405,0.0017340453,0.0024533272,0.00033658347,0.0007236615,0.00054461224,1.3513176e-06,0.0,0.0,2.2128306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0009947038,0.008772142,0.013455024,0.00153833,0.0026116378,0.0032976067,2.0603635e-05,4.593803e-05,4.577852e-05,1.8594988e-05,1.63942e-05,1.6671436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051151856,0.003416393,0.005572432,0.0009146976,0.0018199707,0.0010005428,2.7622811e-05,9.0207424e-05,8.9769565e-05,1.6847647e-05,2.0114325e-05,2.061912e-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0049083447,0.017112104,0.030490061,0.0062191933,0.007876465,0.007645129,0.00034609294,0.0012052663,0.001533164,0.0004484583,0.00019822599,0.00016101566,1.1540595e-05,2.0873504e-05,2.0873504e-05,1.3138382e-05,1.1301032e-05,1.1301032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0014494916,0.0050915456,0.009946008,0.0017045337,0.0051618116,0.0019360868,0.0003776659,0.0014000066,0.001879561,0.00049160986,0.00018413534,0.00013078713,2.2698534e-05,6.306861e-05,6.306861e-05,2.6249705e-05,2.760773e-05,2.760773e-05,2,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0063385805,0.025031244,0.059102394,0.012166575,0.021850657,0.013043064,0.0013835601,0.005200283,0.015723135,0.0058251834,0.001572239,0.0012161144,0.00037752785,0.0007861385,0.0028950088,0.0011622423,0.0003974399,0.0005592088,0.0,0.0,0.0,0.0,0.0,0.0,0.0017226541,0.0051402436,0.0150875775,0.005577663,0.010750699,0.0020392006,0.0010990152,0.0040651015,0.013407678,0.0049142265,0.0009947598,0.00068365765,0.0005074168,0.0010264503,0.0050976593,0.0018003773,0.0004774806,0.0007684761,3,0,0
11.774752,1.6731716,-0.65688163,1.7974974,0.76246154,1.0696765,0.0042912695,0.025552182,0.09923876,0.047913633,0.037619587,0.0077392273,0.0019657216,0.01491387,0.07627081,0.029894102,0.004939058,0.0020865926,0.0026169189,0.010799915,0.059560847,0.02032847,0.0023750986,0.0057786116,30.591703,4.3470273,1.7066284,4.670035,1.9809333,1.6761129,0.0027060525,0.006736284,0.015660577,0.01481854,0.018674515,0.00406527,0.0016470805,0.007388601,0.036414403,0.013239766,0.004160321,0.0010978882,0.0020792051,0.008757125,0.047014326,0.016412113,0.0023086583,0.0042566187,4,2,0
31.065298,4.414326,-1.7330494,4.7423334,2.011601,2.1483407,0.0057889735,0.01129846,0.08772861,0.11023732,0.063886695,0.007568349,0.018056465,0.019831393,0.08093644,0.084339455,0.030829065,0.016900338,0.026012467,0.024137277,0.077017,0.07602961,0.037612345,0.026387516,43.241074,6.1444793,2.4123027,6.601049,2.8000295,1.8117138,0.0024495379,0.002913129,0.01836014,0.019201344,0.012332332,0.00250814,0.010170197,0.0099084275,0.016485684,0.040889256,0.024852943,0.010198687,0.0130339945,0.011470327,0.024060253,0.04291682,0.025885688,0.011638072,5,2,0
90.51721,13.702196,-6.293507,15.154045,5.8679237,0.17437705,0.009182725,0.0115520945,0.03686461,0.04927121,0.029560303,0.011983427,0.01940801,0.02286072,0.035932343,0.048607174,0.030768223,0.024607632,0.01746032,0.017013965,0.021722762,0.031899087,0.021139799,0.017590173,1.5923162,1.5880287,2.5980754,2.6429348,0.088902354,0.32057437,0.0018573701,0.0016367823,0.008510261,0.014518414,0.0066361832,0.0020592734,0.008802599,0.009037059,0.017234653,0.026555253,0.015208378,0.007937699,0.011740369,0.0129501615,0.017993014,0.026789444,0.017318007,0.011846563,6,2,0
91.25431,12.967083,-5.0908327,13.930604,5.909078,0.0040457156,0.0066071013,0.006019129,0.015470672,0.016538616,0.014438672,0.009960644,0.00299822,0.0051487507,0.004097845,0.005096091,0.0043614563,0.0039351955,0.002215017,0.0027204116,0.00220065,0.0020868962,0.002620731,0.0022815801,1.5258789e-05,2.861023e-06,0.0,9.536743e-07,9.536743e-07,0.015668988,0.0019090397,0.0028315692,0.0050281608,0.0058839982,0.0040620766,0.00215152,0.001429978,0.0017139114,0.0031879577,0.0036930721,0.002976815,0.002900358,0.001104368,0.00052084576,0.0003127747,0.00072365213,0.00073386333,0.0006836627,7,0,0
91.25431,12.967083,-5.0908327,13.930604,5.909078,0.0,0.0019509764,0.0022394287,0.003886049,0.0035212124,0.006227792,0.002326287,0.0014397264,0.002213764,0.0023031395,0.0014025151,0.0021567105,0.0023194458,0.0016666673,0.0023848752,0.0023587658,0.0016726523,0.002373061,0.002381777,1.5258789e-05,2.861023e-06,0.0,9.536743e-07,9.536743e-07,0.0,0.0004736433,0.00059913425,0.0023486956,0.0018889272,0.0016397927,0.0016340889,0.00019687162,0.00012330659,0.00017100901,0.000103853716,0.00014128326,0.000130491,5.441945e-05,5.4332293e-05,5.144232e-05,3.333034e-05,7.118211e-05,6.8556e-05,8,0,0
91.25431,12.967083,-5.0908327,13.930604,5.909078,0.0,0.0017907361,0.0031204647,0.002731544,0.0011641759,0.0028174685,0.0027227984,0.001434932,0.0022631015,0.0022146942,0.0014151088,0.0023102546,0.0021927266,0.0016786,0.0023856456,0.002377838,0.0016676959,0.0023801173,0.0023745203,1.5258789e-05,2.861023e-06,0.0,9.536743e-07,9.536743e-07,0.0,0.00024486327,0.00012515656,0.00055313366,0.00036891468,0.0006541761,0.0005626332,5.0739596e-05,8.836937e-05,0.00010127579,0.000117934054,0.00013800795,0.00010220377,1.8013474e-05,1.3718709e-05,1.451811e-05,2.0712001e-05,1.3914665e-05,1.3017628e-05,9,0,0
91.25431,12.967083,-5.0908327,13.930604,5.909078,0.009767218,0.0030445084,0.0031966616,0.003908008,0.0016080545,0.0020534801,0.0034941568,0.0019695938,0.0023692506,0.003009225,0.0018085375,0.00204522,0.002811687,0.0017167097,0.0023920094,0.0026324315,0.0018590349,0.0024933186,0.0025945303,1.5258789e-05,2.861023e-06,0.0,9.536743e-07,9.536743e-07,0.02627272,0.00026852963,0.00030131743,0.00043937506,0.000545377,0.00073485833,0.00017303285,0.0009930033,0.00078568497,0.00071798515,0.0006505811,0.00081611477,0.00088667346,0.00025398654,0.00041473235,0.0007461748,0.000828963,0.00068795716,0.0006131189,10,0,0
